0.93635 -0.33541
1.0941 -0.3643
1.2519 -0.38788
1.4097 -0.42737
1.5675 -0.45449
1.7252 -0.48809
1.883 -0.51226
2.0408 -0.53643
2.1986 -0.56118
2.3563 -0.58594
2.5141 -0.60657
2.6719 -0.63015
2.8297 -0.65491
2.9874 -0.6779
3.1452 -0.70679
3.303 -0.73449
3.4608 -0.75306
3.6185 -0.77693
3.7763 -0.7955
3.9341 -0.8123
4.0919 -0.82616
4.2497 -0.83883
4.4074 -0.86035
4.5652 -0.87066
4.723 -0.88245
4.8808 -0.8966
5.0385 -0.90544
5.1963 -0.91723
5.3541 -0.92489
5.5119 -0.93609
5.6696 -0.94317
5.8274 -0.94965
5.9852 -0.95496
6.143 -0.96203
6.3007 -0.96851
6.4585 -0.97382
6.6163 -0.97971
6.7741 -0.98384
6.9319 -0.98915
7.0896 -0.99327
7.2474 -0.99563
7.4052 -1.0003
7.563 -1.0051
7.7207 -1.0074
7.8785 -1.0086
8.0363 -1.0145
8.1941 -1.0151
8.3518 -1.0169
8.5096 -1.021
8.6674 -1.0222
8.8252 -1.0263
8.9829 -1.0263
9.1407 -1.0292
9.2985 -1.0304
9.4563 -1.0316
9.6141 -1.0339
9.7718 -1.0363
9.9296 -1.0375
10.087 -1.0375
10.245 -1.0393
10.403 -1.041
10.561 -1.0416
10.718 -1.0428
10.876 -1.044
11.034 -1.044
11.192 -1.0451
11.35 -1.0469
11.507 -1.0475
11.665 -1.0481
11.823 -1.0493
11.981 -1.0493
12.138 -1.051
12.296 -1.0522
12.454 -1.0522
12.612 -1.0528
12.77 -1.0546
12.927 -1.054
13.085 -1.0534
13.243 -1.0558
13.401 -1.0569
13.558 -1.0563
13.716 -1.0575
13.874 -1.0581
14.032 -1.0587
14.19 -1.0587
14.347 -1.0581
14.505 -1.0587
14.663 -1.0587
14.821 -1.0593
14.978 -1.0593
15.136 -1.0599
15.294 -1.0605
15.452 -1.0617
15.61 -1.0605
15.767 -1.0611
15.925 -1.0617
16.083 -1.0622
16.241 -1.0617
16.398 -1.0622
16.556 -1.0617
16.714 -1.0628
16.872 -1.0622
17.03 -1.0622
17.187 -1.0622
17.345 -1.0622
17.503 -1.0628
17.661 -1.0628
17.818 -1.064
17.976 -1.064
18.134 -1.064
18.292 -1.064
18.45 -1.0634
18.607 -1.0646
18.765 -1.0646
18.923 -1.064
19.081 -1.064
19.238 -1.0646
19.396 -1.0646
19.554 -1.064
19.712 -1.064
19.87 -1.0646
20.027 -1.064
20.185 -1.0652
20.343 -1.0646
20.501 -1.0646
20.658 -1.0646
20.816 -1.0646
20.974 -1.0646
21.132 -1.0652
21.29 -1.0646
21.447 -1.064
21.605 -1.064
21.763 -1.0634
21.921 -1.064
22.078 -1.064
22.236 -1.0634
22.394 -1.064
22.552 -1.0634
22.709 -1.064
22.867 -1.064
23.025 -1.0628
23.183 -1.0634
23.341 -1.0634
23.498 -1.064
23.656 -1.0634
23.814 -1.0634
23.972 -1.064
24.129 -1.0634
24.287 -1.064
24.445 -1.0634
24.603 -1.064
24.761 -1.0646
24.918 -1.0634
25.076 -1.064
25.234 -1.064
25.392 -1.0646
25.549 -1.0634
25.707 -1.064
25.865 -1.0634
26.023 -1.0628
26.181 -1.064
26.338 -1.0622
26.496 -1.0634
26.654 -1.0622
26.812 -1.0628
26.969 -1.0634
27.127 -1.0634
27.285 -1.0628
27.443 -1.0634
27.601 -1.0634
27.758 -1.0634
27.916 -1.0634
28.074 -1.0628
28.232 -1.0628
28.389 -1.0628
28.547 -1.0634
28.705 -1.0628
28.863 -1.0628
29.021 -1.0628
29.178 -1.0628
29.336 -1.0628
29.494 -1.0634
29.652 -1.0628
29.809 -1.0628
29.967 -1.0622
30.125 -1.064
30.283 -1.0634
30.441 -1.0634
30.598 -1.0634
30.756 -1.0634
30.914 -1.0628
31.072 -1.0622
31.229 -1.0622
31.387 -1.0628
31.545 -1.0617
31.703 -1.0622
31.861 -1.0605
32.018 -1.0622
32.176 -1.0617
32.334 -1.0617
32.492 -1.0622
32.649 -1.0622
32.807 -1.0622
32.965 -1.0611
33.123 -1.0622
33.281 -1.0611
33.438 -1.0611
33.596 -1.0611
33.754 -1.0605
33.912 -1.0605
34.069 -1.0605
34.227 -1.0605
34.385 -1.0605
34.543 -1.0593
34.701 -1.0593
34.858 -1.0593
35.016 -1.0587
35.174 -1.0593
35.332 -1.0587
35.489 -1.0581
35.647 -1.0593
35.805 -1.0581
35.963 -1.0581
36.12 -1.0575
36.278 -1.0575
36.436 -1.0569
36.594 -1.0569
36.752 -1.0569
36.909 -1.0569
37.067 -1.0575
37.225 -1.0569
37.383 -1.0575
37.54 -1.0575
37.698 -1.0569
37.856 -1.0581
38.014 -1.0563
38.172 -1.0575
38.329 -1.0569
38.487 -1.0575
38.645 -1.0575
38.803 -1.0575
38.96 -1.0575
39.118 -1.0563
39.276 -1.0569
39.434 -1.0569
39.592 -1.0563
39.749 -1.0563
39.907 -1.0563
40.065 -1.0569
40.223 -1.0569
40.38 -1.0563
40.538 -1.0569
40.696 -1.0569
40.854 -1.0563
41.012 -1.0575
41.169 -1.0581
41.327 -1.0563
41.485 -1.0569
41.643 -1.0569
41.8 -1.0563
41.958 -1.0569
42.116 -1.0575
42.274 -1.0563
42.432 -1.0569
42.589 -1.0575
42.747 -1.0569
42.905 -1.0575
43.063 -1.0575
43.22 -1.0581
43.378 -1.0575
43.536 -1.0581
43.694 -1.0581
43.852 -1.0575
44.009 -1.0587
44.167 -1.0575
44.325 -1.0581
44.483 -1.0575
44.64 -1.0587
44.798 -1.0575
44.956 -1.0569
45.114 -1.0575
45.272 -1.0569
45.429 -1.0569
45.587 -1.0569
45.745 -1.0575
45.903 -1.0569
46.06 -1.0575
46.218 -1.0581
46.376 -1.0587
46.534 -1.0581
46.692 -1.0581
46.849 -1.0587
47.007 -1.0581
47.165 -1.0581
47.323 -1.0587
47.48 -1.0587
47.638 -1.0587
47.796 -1.0581
47.954 -1.0575
48.112 -1.0575
48.269 -1.0569
48.427 -1.0575
48.585 -1.0575
48.743 -1.0569
48.9 -1.0575
49.058 -1.0575
49.216 -1.0575
49.374 -1.0575
49.531 -1.0575
49.689 -1.0575
49.847 -1.0575
50.005 -1.0575
50.163 -1.0575
50.32 -1.0575
50.478 -1.0581
50.636 -1.0587
50.794 -1.0575
50.951 -1.0581
51.109 -1.0575
51.267 -1.0575
51.425 -1.0587
51.583 -1.0575
51.74 -1.0587
51.898 -1.0587
52.056 -1.0587
52.214 -1.0593
52.371 -1.0587
52.529 -1.0593
52.687 -1.0587
52.845 -1.0587
53.003 -1.0593
53.16 -1.0581
53.318 -1.0587
53.476 -1.0593
53.634 -1.0587
53.791 -1.0593
53.949 -1.0587
54.107 -1.0593
54.265 -1.0581
54.423 -1.0581
54.58 -1.0575
54.738 -1.0575
54.896 -1.0575
55.054 -1.0569
55.211 -1.0575
55.369 -1.0569
55.527 -1.0563
55.685 -1.0563
55.843 -1.0575
56 -1.0563
56.158 -1.0563
56.316 -1.0569
56.474 -1.0558
56.631 -1.0569
56.789 -1.0563
56.947 -1.0569
57.105 -1.0563
57.263 -1.0569
57.42 -1.0575
57.578 -1.0569
57.736 -1.0575
57.894 -1.0563
58.051 -1.0569
58.209 -1.0575
58.367 -1.0563
58.525 -1.0563
58.683 -1.0575
58.84 -1.0575
58.998 -1.0569
59.156 -1.0575
59.314 -1.0575
59.471 -1.0575
59.629 -1.0575
59.787 -1.0575
59.945 -1.0575
60.103 -1.0575
60.26 -1.0575
60.418 -1.0569
60.576 -1.0575
60.734 -1.0575
60.891 -1.0575
61.049 -1.0581
61.207 -1.0575
61.365 -1.0575
61.523 -1.0581
61.68 -1.0575
61.838 -1.0587
61.996 -1.0575
62.154 -1.0563
62.311 -1.0581
62.469 -1.0569
62.627 -1.0575
62.785 -1.0569
62.942 -1.0575
63.1 -1.0569
63.258 -1.0575
63.416 -1.0575
63.574 -1.0569
63.731 -1.0581
63.889 -1.0569
64.047 -1.0575
64.205 -1.0575
64.362 -1.0569
64.52 -1.0575
64.678 -1.0581
64.836 -1.0581
64.994 -1.0581
65.151 -1.0581
65.309 -1.0575
65.467 -1.0587
65.625 -1.0581
65.782 -1.0587
65.94 -1.0587
66.098 -1.0587
66.256 -1.0587
66.414 -1.0587
66.571 -1.0581
66.729 -1.0581
66.887 -1.0581
67.045 -1.0575
67.202 -1.0587
67.36 -1.0587
67.518 -1.0563
67.676 -1.0581
67.834 -1.0575
67.991 -1.0569
68.149 -1.0587
68.307 -1.0575
68.465 -1.0581
68.622 -1.0587
68.78 -1.0581
68.938 -1.0587
69.096 -1.0593
69.254 -1.0575
69.411 -1.0593
69.569 -1.0593
69.727 -1.0581
69.885 -1.0587
70.042 -1.0581
70.2 -1.0575
70.358 -1.0575
70.516 -1.0569
70.674 -1.0575
70.831 -1.0569
70.989 -1.0569
71.147 -1.0569
71.305 -1.0581
71.462 -1.0575
71.62 -1.0581
71.778 -1.0581
71.936 -1.0575
72.094 -1.0575
72.251 -1.0575
72.409 -1.0575
72.567 -1.0581
72.725 -1.0581
72.882 -1.0581
73.04 -1.0581
73.198 -1.0581
73.356 -1.0587
73.514 -1.0587
73.671 -1.0593
73.829 -1.0593
73.987 -1.0593
74.145 -1.0581
