-0.3636 0 0.1955
-0.3626 -0.01522 0.19549
-0.3615 -0.038744 0.19547
-0.36029 -0.063486 0.1954
-0.3592 -0.086229 0.19532
-0.35822 -0.10584 0.19523
-0.35734 -0.12282 0.19513
-0.35654 -0.13758 0.19503
-0.35583 -0.15045 0.19492
-0.35519 -0.16171 0.19482
-0.35461 -0.1716 0.19473
-0.35409 -0.18029 0.19463
-0.35362 -0.18796 0.19455
-0.3532 -0.19473 0.19447
-0.35282 -0.20073 0.19439
-0.35248 -0.20604 0.19432
-0.35217 -0.21077 0.19426
-0.35189 -0.21498 0.1942
-0.35162 -0.21894 0.19414
-0.35135 -0.22281 0.19408
-0.35109 -0.22656 0.19402
-0.35083 -0.2302 0.19396
-0.35057 -0.23376 0.1939
-0.35032 -0.2372 0.19384
-0.35007 -0.24058 0.19379
-0.34983 -0.24386 0.19373
-0.34959 -0.24706 0.19367
-0.34935 -0.2502 0.19361
-0.34912 -0.25326 0.19355
-0.34889 -0.25625 0.19349
-0.34866 -0.25919 0.19343
-0.34844 -0.26205 0.19337
-0.34822 -0.26486 0.19332
-0.348 -0.26761 0.19326
-0.34778 -0.2703 0.1932
-0.34757 -0.27294 0.19314
-0.34736 -0.27553 0.19308
-0.34715 -0.27807 0.19303
-0.34694 -0.28058 0.19297
-0.34673 -0.28302 0.19291
-0.34653 -0.28543 0.19285
-0.34632 -0.2878 0.19279
-0.34613 -0.29012 0.19274
-0.34593 -0.29241 0.19268
-0.34573 -0.29466 0.19262
-0.34554 -0.29686 0.19256
-0.34534 -0.29904 0.1925
-0.34515 -0.30118 0.19245
-0.34496 -0.30329 0.19239
-0.34477 -0.30537 0.19233
-0.34458 -0.30741 0.19227
-0.3444 -0.30943 0.19222
-0.34421 -0.31142 0.19216
-0.34403 -0.31337 0.1921
-0.34385 -0.3153 0.19205
-0.34367 -0.3172 0.19199
-0.34349 -0.31907 0.19193
-0.34331 -0.32092 0.19187
-0.34313 -0.32274 0.19182
-0.34295 -0.32454 0.19176
-0.34278 -0.32632 0.1917
-0.34261 -0.32807 0.19165
-0.34243 -0.3298 0.19159
-0.34226 -0.33151 0.19153
-0.34209 -0.33319 0.19148
-0.34192 -0.33485 0.19142
-0.34175 -0.3365 0.19136
-0.34158 -0.33812 0.19131
-0.34141 -0.33973 0.19125
-0.34125 -0.34131 0.19119
-0.34108 -0.34287 0.19114
-0.34092 -0.34442 0.19108
-0.34076 -0.34595 0.19102
-0.34059 -0.34746 0.19097
-0.34043 -0.34896 0.19091
-0.34027 -0.35043 0.19085
-0.34011 -0.35189 0.1908
-0.33995 -0.35334 0.19074
-0.33979 -0.35476 0.19068
-0.33963 -0.35618 0.19063
-0.33948 -0.35757 0.19057
-0.33932 -0.35895 0.19052
-0.33916 -0.36033 0.19046
-0.33901 -0.36168 0.1904
-0.33885 -0.36302 0.19035
-0.3387 -0.36435 0.19029
-0.33855 -0.36565 0.19024
-0.33839 -0.36695 0.19018
-0.33824 -0.36824 0.19012
-0.33809 -0.36951 0.19007
-0.33794 -0.37077 0.19001
-0.33779 -0.37202 0.18996
-0.33764 -0.37325 0.1899
-0.33749 -0.37447 0.18984
-0.33734 -0.37568 0.18979
-0.33719 -0.37688 0.18973
-0.33704 -0.37807 0.18968
-0.3369 -0.37925 0.18962
-0.33675 -0.38041 0.18957
-0.3366 -0.38157 0.18951
-0.33646 -0.38271 0.18945
-0.33631 -0.38384 0.1894
-0.33617 -0.38497 0.18934
-0.33602 -0.38608 0.18929
-0.33588 -0.38718 0.18923
-0.33574 -0.38828 0.18918
-0.3356 -0.38936 0.18912
-0.33545 -0.39043 0.18907
-0.33531 -0.39149 0.18901
-0.33517 -0.39255 0.18896
-0.33503 -0.39359 0.1889
-0.33489 -0.39463 0.18884
-0.33475 -0.39565 0.18879
-0.33461 -0.39668 0.18873
-0.33447 -0.39769 0.18868
-0.33433 -0.39869 0.18862
-0.33419 -0.39968 0.18857
-0.33406 -0.40066 0.18851
-0.33392 -0.40164 0.18846
-0.33378 -0.40261 0.1884
-0.33364 -0.40357 0.18835
-0.33351 -0.40452 0.18829
-0.33337 -0.40547 0.18824
-0.33324 -0.4064 0.18818
-0.3331 -0.40733 0.18813
-0.33296 -0.40825 0.18807
-0.33283 -0.40917 0.18802
-0.3327 -0.41008 0.18796
-0.33256 -0.41098 0.18791
-0.33243 -0.41187 0.18785
-0.33229 -0.41276 0.1878
-0.33216 -0.41363 0.18774
-0.33203 -0.41451 0.18769
-0.3319 -0.41537 0.18763
-0.33177 -0.41623 0.18758
-0.33163 -0.41708 0.18752
-0.3315 -0.41793 0.18747
-0.33137 -0.41877 0.18741
-0.33124 -0.4196 0.18736
-0.33111 -0.42043 0.1873
-0.33098 -0.42125 0.18725
-0.33085 -0.42206 0.18719
-0.33072 -0.42288 0.18714
-0.33059 -0.42368 0.18708
-0.33046 -0.42447 0.18703
-0.33033 -0.42527 0.18698
-0.33021 -0.42605 0.18692
-0.33008 -0.42683 0.18687
-0.32995 -0.4276 0.18681
-0.32982 -0.42837 0.18676
-0.32969 -0.42914 0.1867
-0.32957 -0.42989 0.18665
-0.32944 -0.43064 0.18659
-0.32931 -0.43139 0.18654
-0.32919 -0.43213 0.18648
-0.32906 -0.43287 0.18643
-0.32893 -0.4336 0.18637
-0.32881 -0.43433 0.18632
-0.32868 -0.43505 0.18627
-0.32856 -0.43576 0.18621
-0.32843 -0.43647 0.18616
-0.32831 -0.43718 0.1861
-0.32819 -0.43788 0.18605
-0.32806 -0.43858 0.18599
-0.32794 -0.43927 0.18594
-0.32781 -0.43996 0.18588
-0.32769 -0.44064 0.18583
-0.32757 -0.44132 0.18578
-0.32744 -0.44199 0.18572
-0.32732 -0.44266 0.18567
-0.3272 -0.44333 0.18561
-0.32708 -0.44399 0.18556
-0.32695 -0.44464 0.1855
-0.32683 -0.44529 0.18545
-0.32671 -0.44594 0.1854
-0.32659 -0.44658 0.18534
-0.32647 -0.44722 0.18529
-0.32635 -0.44786 0.18523
-0.32622 -0.44849 0.18518
-0.3261 -0.44912 0.18512
-0.32598 -0.44974 0.18507
-0.32586 -0.45035 0.18502
-0.32574 -0.45097 0.18496
-0.32562 -0.45158 0.18491
-0.3255 -0.45219 0.18485
-0.32538 -0.45279 0.1848
-0.32526 -0.45339 0.18475
-0.32514 -0.45398 0.18469
-0.32503 -0.45458 0.18464
-0.32491 -0.45516 0.18458
-0.32479 -0.45575 0.18453
-0.32467 -0.45633 0.18447
-0.32455 -0.45691 0.18442
-0.32443 -0.45748 0.18437
-0.32431 -0.45805 0.18431
-0.3242 -0.45862 0.18426
-0.32408 -0.45918 0.1842
